,id,AFDB50_highest_Tm
113,droso_3480,0.2554
114,droso_3501,0.1838
115,droso_3518,0.67
116,droso_3560,0.4773
117,droso_3582,0.5018
118,droso_3603,0.4334
119,droso_364,0.6327
120,droso_36,0.4671
121,droso_5795,0.4479
122,droso_5818,0.7852
123,droso_5847,0.3532
124,droso_5874,0.3893
125,droso_58,0.6305
126,droso_5927,0.7451
127,droso_5992,0.907
128,droso_605,0.1854
129,droso_2266,0.8172
130,droso_2342,0.5796
131,droso_2366,0.4175
132,droso_2405,0.6019
133,droso_2429,0.1757
134,droso_2450,0.4325
135,droso_2472,0.2636
136,droso_2491,0.8081
137,droso_571,0.5433
138,droso_5785,0.3749
139,droso_580,0.4925
140,droso_5848,0.2979
141,droso_5873,0.4252
142,droso_5903,0.8121
143,droso_5932,0.7493
144,droso_6042,0.6788
145,droso_1257,0.4792
146,droso_1306,0.2869
147,droso_1348,0.3249
148,droso_1393,0.698
149,droso_1411,0.2707
150,droso_1433,0.2736
151,droso_1462,0.153
152,droso_1482,0.6218
153,droso_266,0.7744
154,droso_2738,0.364
155,droso_2762,0.6938
156,droso_2781,0.1935
157,droso_2802,0.1875
158,droso_2826,0.4448
159,droso_2870,0.1383
160,droso_2893,0.3284
161,droso_1511,0.4571
162,droso_1535,0.3623
163,droso_1563,0.8307
164,droso_1588,0.4303
165,droso_1613,0.6295
166,droso_1665,0.4283
167,droso_1687,0.5001
168,droso_173,0.5399
169,droso_4397,0.3054
170,droso_4430,0.417
171,droso_4465,0.2742
172,droso_449,0.5701
173,droso_4526,0.3304
174,droso_4551,0.3272
175,droso_4578,0.6114
176,droso_4600,0.2242
177,droso_1351,0.2663
178,droso_1396,0.4682
179,droso_1428,0.2608
180,droso_1452,0.3074
181,droso_1472,0.4341
182,droso_1495,0.3494
183,droso_1513,0.4297
184,droso_1585,0.1862
185,droso_1610,0.5218
186,droso_1300,0.7239
187,droso_1392,0.2491
188,droso_1413,0.1019
189,droso_1435,0.217
190,droso_1456,0.3978
191,droso_147,0.6633
192,droso_2819,0.6729
193,droso_2891,0.5995
194,droso_2914,0.4527
195,droso_2935,0.5139
196,droso_2964,0.6614
197,droso_298,0.417
198,droso_3022,0.4282
199,droso_3049,0.6986
200,droso_3074,0.2239
201,droso_5831,0.4338
202,droso_5854,0.1836
203,droso_5883,0.5679
204,droso_5900,0.4531
205,droso_5929,0.6054
206,droso_5995,0.6571
207,droso_6043,0.2939
208,droso_4716,0.4347
209,droso_4741,0.5955
210,droso_4770,0.3008
211,droso_4799,0.1686
212,droso_4816,0.2816
213,droso_4840,0.974
214,droso_4885,0.343
215,droso_4909,0.4208
216,droso_4924,0.5435
217,droso_4945,0.6574
218,droso_2181,0.7124
219,droso_2218,0.3652
220,droso_2245,0.3099
221,droso_2272,0.2755
222,droso_2295,0.2312
223,droso_2330,0.1708
224,droso_2374,0.6504
225,droso_2390,0.2368
226,droso_551,0.5798
227,droso_5566,0.796
228,droso_55,0.3473
229,droso_5622,0.301
230,droso_5647,0.6469
231,droso_5673,0.4118
232,droso_5695,0.9503
233,droso_5718,0.2338
234,droso_573,0.2942
235,droso_1385,0.6083
236,droso_1406,0.3846
237,droso_1429,0.9281
238,droso_1445,0.1716
239,droso_1508,0.3723
240,droso_1531,0.286
241,droso_1555,0.2775
242,droso_1581,0.2826
243,droso_1606,0.8486
244,droso_5344,0.4868
245,droso_5371,0.3289
246,droso_5412,0.3751
247,droso_545,0.7034
248,droso_5494,0.5124
249,droso_5515,0.5026
250,droso_5565,0.2379
251,droso_558,0.4699
252,droso_5726,0.6137
253,droso_5815,0.3757
254,droso_5840,0.3425
255,droso_5865,0.3796
256,droso_5918,0.6436
257,droso_5939,0.9403
258,droso_6029,0.2877
259,droso_4164,0.2053
260,droso_4194,0.566
261,droso_4242,0.3875
262,droso_4269,0.4163
263,droso_4301,0.9066
264,droso_4332,0.3682
265,droso_4359,0.5924
266,droso_4385,0.3895
267,droso_4417,0.3413
268,droso_4447,0.8446
269,droso_6217,0.2102
270,droso_6228,0.3706
271,droso_6253,0.9379
272,droso_62,0.795
273,droso_632,0.5949
274,droso_6359,0.2576
275,droso_6381,0.5741
276,droso_641,0.7159
277,droso_6440,0.8536
278,droso_2055,0.3565
279,droso_2080,0.4985
280,droso_2154,0.1688
281,droso_2180,0.2601
282,droso_2231,0.8865
283,droso_6267,0.4444
284,droso_6299,0.1322
285,droso_6324,0.4112
286,droso_6348,0.6623
287,droso_6368,0.7831
288,droso_6428,0.2804
289,droso_6462,0.4253
290,droso_6491,0.513
291,droso_650,0.435
292,droso_4273,0.4294
293,droso_430,0.7362
294,droso_4345,0.72
295,droso_4366,0.3134
296,droso_4398,0.2601
297,droso_4413,0.3719
298,droso_4433,0.7074
299,droso_4486,0.5454
300,droso_4518,0.7824
301,droso_1219,0.1214
302,droso_1239,0.5281
303,droso_128,0.1493
304,droso_1311,0.3409
305,droso_1333,0.3865
306,droso_1368,0.3359
307,droso_1390,0.6477
308,droso_1412,0.5957
309,droso_1450,0.2931
310,droso_1068,0.4609
311,droso_1087,0.4166
312,droso_1106,0.6155
313,droso_1119,0.4096
314,droso_1153,0.4048
315,droso_1183,0.2482
316,droso_1210,0.4974
317,droso_1286,0.3728
318,droso_1309,0.9124
319,droso_4204,0.5843
320,droso_425,0.2696
321,droso_4291,0.3427
322,droso_4318,0.3673
323,droso_432,0.7309
324,droso_435,0.7884
325,droso_4388,0.457
326,droso_2569,0.3936
327,droso_2588,0.551
328,droso_2612,0.5196
329,droso_263,0.7207
330,droso_2667,0.4136
331,droso_2691,0.4735
332,droso_270,0.3011
333,droso_2732,0.7895
334,droso_2768,0.3878
335,droso_278,0.4209
336,droso_5690,0.5836
337,droso_5748,0.3474
338,droso_5771,0.3934
339,droso_5794,0.266
340,droso_5816,0.5663
341,droso_5843,0.9195
342,droso_5875,0.2389
343,droso_589,0.5056
344,droso_4275,0.323
345,droso_4300,0.8717
346,droso_4330,0.6672
347,droso_4375,0.3329
348,droso_4411,0.7488
349,droso_4444,0.6046
350,droso_4489,0.708
351,droso_4510,0.2806
352,droso_5210,0.7847
353,droso_5303,0.231
354,droso_5372,0.4365
355,droso_5392,0.6293
356,droso_5421,0.4019
357,droso_543,0.3201
358,droso_5465,0.3758
359,droso_5490,0.3497
360,droso_886,0.2502
361,droso_910,0.4908
362,droso_951,0.4963
363,droso_974,0.5378
364,droso_998,0.3452
365,droso_1018,0.4389
366,droso_1044,0.8062
367,droso_10,0.7221
368,droso_4050,0.3705
369,droso_4075,0.4585
370,droso_4127,0.6132
371,droso_4185,0.6251
372,droso_4238,0.4011
373,droso_4266,0.4655
374,droso_4290,0.7677
375,droso_4317,0.1379
376,droso_369,0.2915
377,droso_3722,0.3656
378,droso_3731,0.9142
379,droso_3788,0.5612
380,droso_3808,0.9633
381,droso_3843,0.984
382,droso_3868,0.3643
383,droso_3899,0.5461
384,droso_3931,0.4929
385,droso_3961,0.3867
386,droso_86,0.6224
387,droso_892,0.213
388,droso_921,0.3089
389,droso_945,0.2392
390,droso_987,0.372
391,droso_100,0.2586
392,droso_1045,0.6053
393,droso_1132,0.3749
394,droso_114,0.4257
395,droso_4742,0.8032
396,droso_4761,0.3256
397,droso_4788,0.3282
398,droso_4823,0.3574
399,droso_4879,0.5692
400,droso_4899,0.7954
401,droso_4936,0.5731
402,droso_4962,0.5008
403,droso_5000,0.332
404,droso_5764,0.2292
405,droso_5804,0.3823
406,droso_5832,0.8038
407,droso_5866,0.9819
408,droso_590,0.6803
409,droso_5936,0.5779
410,droso_5959,0.199
411,droso_5990,0.4203
412,droso_5691,0.2963
413,droso_5719,0.3861
414,droso_5772,0.12
415,droso_5876,0.2056
416,droso_5902,0.329
417,droso_592,0.3155
418,droso_996,0.7151
419,droso_1026,0.3111
420,droso_1053,0.6306
421,droso_1116,0.3372
422,droso_1141,0.5189
423,droso_1195,0.1765
424,droso_1213,0.4239
425,droso_1232,0.6364
426,droso_1256,0.3517
427,droso_4321,0.2953
428,droso_4351,0.4094
429,droso_4378,0.9478
430,droso_4452,0.5853
431,droso_4475,0.518
432,droso_4503,0.6571
433,droso_4533,0.5705
434,droso_4554,0.2832
435,droso_4583,0.2824
436,droso_850,0.4787
437,droso_87,0.1594
438,droso_906,0.1726
439,droso_934,0.5307
440,droso_957,0.5467
441,droso_1011,0.5086
442,droso_1034,0.4906
443,droso_1060,0.9047
444,droso_1136,0.3142
445,droso_1180,0.4669
446,droso_2784,0.2592
447,droso_2807,0.5498
448,droso_2831,0.6502
449,droso_2859,0.2251
450,droso_2881,0.5969
451,droso_2919,0.4749
452,droso_296,0.4217
453,droso_2995,0.6555
454,droso_5155,0.1638
455,droso_5180,0.4923
456,droso_5207,0.3987
457,droso_5245,0.4036
458,droso_5259,0.1908
459,droso_5283,0.3055
460,droso_5308,0.368
461,droso_1733,0.6507
462,droso_1765,0.9204
463,droso_1798,0.3901
464,droso_1822,0.5638
465,droso_1851,0.241
466,droso_1876,0.3953
467,droso_1925,0.2034
468,droso_1947,0.3297
469,droso_1971,0.3982
470,droso_6561,0.578
471,droso_6588,0.2143
472,droso_6609,0.9011
473,droso_6684,0.384
474,droso_671,0.293
475,droso_692,0.3977
476,droso_728,0.3997
477,droso_750,0.3726
478,droso_77,0.321
479,droso_5682,0.9237
480,droso_5710,0.3205
481,droso_5739,0.9378
482,droso_5790,0.5322
483,droso_5814,0.2677
484,droso_5841,0.4718
485,droso_5886,0.607
486,droso_5910,0.9213
487,droso_5933,0.605
488,droso_5950,0.6958
489,droso_2710,0.3898
490,droso_2733,0.4484
491,droso_275,0.8993
492,droso_2785,0.4913
493,droso_2810,0.6533
494,droso_2841,0.6178
495,droso_2865,0.4541
496,droso_2904,0.3608
497,droso_2930,0.3934
498,droso_1810,0.3778
499,droso_1855,0.5829
500,droso_1912,0.6145
501,droso_1951,0.5491
502,droso_1975,0.3055
503,droso_1998,0.251
504,droso_201,0.8886
505,droso_2048,0.3941
506,droso_2076,0.4265
507,droso_2106,0.1225
508,droso_1979,0.3545
509,droso_2001,0.3521
510,droso_2094,0.3035
511,droso_2116,0.5686
512,droso_2143,0.5529
513,droso_2168,0.6403
514,droso_2196,0.1678
515,droso_2240,0.3622
516,droso_5059,0.7064
517,droso_5101,0.8428
518,droso_5122,0.4386
519,droso_5150,0.34
520,droso_5170,0.7669
521,droso_5197,0.3733
522,droso_5218,0.1955
523,droso_5266,0.5976
524,droso_5304,0.3282
525,droso_3687,0.1102
526,droso_3758,0.4211
527,droso_3773,0.8179
528,droso_3803,0.4122
529,droso_3837,0.8815
530,droso_3897,0.6082
531,droso_3930,0.6437
532,droso_3959,0.6339
533,droso_899,0.3154
534,droso_920,0.399
535,droso_981,0.2654
536,droso_1010,0.4913
537,droso_112,0.3829
538,droso_1150,0.3484
539,droso_1173,0.2799
540,droso_1194,0.3696
541,droso_1217,0.1518
542,droso_1233,0.5195
543,droso_5960,0.1387
544,droso_5,0.8556
545,droso_6070,0.5403
546,droso_6128,0.6386
547,droso_6160,0.3778
548,droso_6193,0.4885
549,droso_6224,0.6451
550,droso_6244,0.5948
551,droso_6270,0.4622
552,droso_1043,0.2906
553,droso_1062,0.4435
554,droso_1079,0.545
555,droso_1097,0.7467
556,droso_1129,0.6171
557,droso_1148,0.3555
558,droso_117,0.6928
559,droso_1200,0.2358
560,droso_1220,0.2808
561,droso_1246,0.7792
562,droso_3193,0.1972
563,droso_3214,0.2506
564,droso_3235,0.1471
565,droso_3260,0.3251
566,droso_3283,0.048139999999999995
567,droso_330,0.6909
568,droso_3330,0.4786
569,droso_3360,0.7908
570,droso_3387,0.2593
571,droso_4974,0.2538
572,droso_5002,0.3627
573,droso_5022,0.7539
574,droso_5067,0.3299
575,droso_5091,0.8246
576,droso_5118,0.3141
577,droso_5158,0.3154
578,droso_5206,0.291
579,droso_5222,0.4008
580,droso_582,0.835
581,droso_5855,0.2629
582,droso_5941,0.7842
583,droso_5970,0.6569
584,droso_6039,0.1269
585,droso_6058,0.6397
586,droso_6087,0.7135
587,droso_6180,0.6147
588,droso_621,0.3724
589,droso_6247,0.8269
590,droso_6342,0.4972
591,droso_6367,0.1447
592,droso_2718,0.5799
593,droso_2747,0.6738
594,droso_277,0.6217
595,droso_2804,0.2357
596,droso_2824,0.498
597,droso_2846,0.2732
598,droso_2876,0.7281
599,droso_28,0.4608
600,droso_2918,0.2615
601,droso_2940,0.338
602,droso_4988,0.6256
603,droso_5045,0.9196
604,droso_5076,0.6834
605,droso_510,0.3616
606,droso_5138,0.1752
607,droso_5171,0.373
608,droso_5200,0.5474
609,droso_5220,0.6403
610,droso_5272,0.885
611,droso_3358,0.666
612,droso_3437,0.3398
613,droso_3462,0.2385
614,droso_348,0.7004
615,droso_350,0.6828
616,droso_3539,0.427
617,droso_3556,0.1281
618,droso_3595,0.362
619,droso_3623,0.31
620,droso_3657,0.3221
621,droso_5616,0.1484
622,droso_5640,0.576
623,droso_5671,0.4818
624,droso_5729,0.1908
625,droso_5752,0.959
626,droso_5828,0.5016
627,droso_587,0.2976
628,droso_5901,0.3591
629,droso_5509,0.1793
630,droso_5529,0.1811
631,droso_5550,0.315
632,droso_5573,0.6645
633,droso_5598,0.239
634,droso_5620,0.4701
635,droso_5648,0.2772
636,droso_5666,0.2234
637,droso_5716,0.2276
638,droso_834,0.7096
639,droso_852,0.6503
640,droso_88,0.3808
641,droso_907,0.2334
642,droso_928,0.254
643,droso_947,0.3211
644,droso_990,0.2031
645,droso_1027,0.3024
646,droso_4632,0.197
647,droso_464,0.3206
648,droso_4678,0.7394
649,droso_4734,0.8421
650,droso_4764,0.1652
651,droso_4789,0.1408
652,droso_4822,0.1579
653,droso_4842,0.7127
654,droso_4848,0.7335
655,droso_5176,0.3309
656,droso_5199,0.6316
657,droso_5215,0.07537999999999999
658,droso_5238,0.7737
659,droso_525,0.4281
660,droso_5284,0.558
661,droso_5307,0.2976
662,droso_5333,0.3414
663,droso_5374,0.8224
664,droso_4292,0.2673
665,droso_431,0.3727
666,droso_4349,0.7223
667,droso_4368,0.5736
668,droso_4415,0.3372
669,droso_4442,0.4426
670,droso_4491,0.2814
671,droso_4514,0.7358
672,droso_4592,0.6715
673,droso_127,0.3583
674,droso_1361,0.2754
675,droso_1384,0.3634
676,droso_13,0.3781
677,droso_1466,0.2653
678,droso_14,0.2472
679,droso_1549,0.5309
680,droso_1021,0.354
681,droso_1055,0.6539
682,droso_1081,0.6476
683,droso_1105,0.316
684,droso_1149,0.263
685,droso_116,0.2474
686,droso_1201,0.6846
687,droso_1225,0.2789
688,droso_6089,0.4113
689,droso_6116,0.08699
690,droso_6151,0.5888
691,droso_6176,0.064
692,droso_6225,0.5693
693,droso_6251,0.9195
694,droso_6271,0.7085
695,droso_6301,0.3368
696,droso_5538,0.3724
697,droso_5588,0.6159
698,droso_5635,0.8333
699,droso_5669,0.3663
700,droso_5732,0.8805
701,droso_5774,0.4936
702,droso_581,0.6449
703,droso_5844,0.4267
704,droso_3383,0.5535
705,droso_3440,0.7954
706,droso_3469,0.4457
707,droso_3494,0.5479
708,droso_3531,0.3965
709,droso_3554,0.9381
710,droso_3617,0.6211
711,droso_3644,0.1724
712,droso_3670,0.5649
713,droso_5754,0.1483
714,droso_5776,0.367
715,droso_5796,0.4202
716,droso_5842,0.4415
717,droso_5884,0.4157
718,droso_5937,0.3686
719,droso_5997,0.4358
720,droso_603,0.7921
721,droso_4546,0.3932
722,droso_4619,0.3048
723,droso_4663,0.4871
724,droso_4689,0.9561
725,droso_4714,0.07484
726,droso_4721,0.2984
727,droso_4752,0.8125
728,droso_2228,0.3957
729,droso_2251,0.503
730,droso_227,0.1701
731,droso_2300,0.2385
732,droso_2321,0.5732
733,droso_2385,0.5333
734,droso_2407,0.4396
735,droso_2432,0.1954
736,droso_2455,0.2267
737,droso_302,0.4711
738,droso_3055,0.454
739,droso_3071,0.745
740,droso_3095,0.4455
741,droso_3112,0.745
742,droso_3158,0.3374
743,droso_3178,0.7962
744,droso_320,0.4114
745,droso_3245,0.322
746,droso_161,0.4685
747,droso_1638,0.6831
748,droso_1668,0.4718
749,droso_1703,0.1348
750,droso_1743,0.2174
751,droso_1764,0.9844
752,droso_1803,0.4028
753,droso_1830,0.8946
754,droso_6232,0.3049
755,droso_6257,0.5002
756,droso_6282,0.6351
757,droso_6332,0.3841
758,droso_6358,0.4141
759,droso_6393,0.7424
760,droso_6408,0.4344
761,droso_6435,0.3346
762,droso_6455,0.8363
763,droso_6496,0.7548
764,droso_6512,0.5001
765,droso_6541,0.1563
766,droso_6562,0.2378
767,droso_6629,0.2156
768,droso_6651,0.439
769,droso_6714,0.9634
770,droso_775,0.7669
771,droso_224,0.5434
772,droso_2269,0.6718
773,droso_2291,0.5413
774,droso_2319,0.4918
775,droso_238,0.8802
776,droso_2411,0.6593
777,droso_243,0.5441
778,droso_2462,0.4971
779,droso_2489,0.4503
780,droso_2523,0.4419
781,droso_4926,0.719
782,droso_4957,0.4017
783,droso_4981,0.3453
784,droso_5004,0.2085
785,droso_5024,0.772
786,droso_5075,0.3615
787,droso_5119,0.5634
788,droso_5168,0.3332
789,droso_4472,0.3479
790,droso_4506,0.4636
791,droso_452,0.2712
792,droso_4585,0.5974
793,droso_4611,0.6979
794,droso_4654,0.424
795,droso_4684,0.2677
796,droso_4704,0.2442
797,droso_1527,0.1963
798,droso_1573,0.6966
799,droso_1594,0.6048
800,droso_1617,0.5364
801,droso_1639,0.8594
802,droso_1664,0.3621
803,droso_1689,0.5989
804,droso_1723,0.9513
805,droso_1771,0.3242
806,droso_4783,0.515
807,droso_480,0.6919
808,droso_4853,0.5443
809,droso_4877,0.9123
810,droso_4907,0.19
811,droso_4937,0.2558
812,droso_4965,0.362
813,droso_4989,0.234
814,droso_5058,0.3341
815,droso_4617,0.6539
816,droso_4645,0.3049
817,droso_4681,0.2565
818,droso_4707,0.7679
819,droso_4796,0.2234
820,droso_4813,0.142
821,droso_4865,0.2744
822,droso_4892,0.3285
823,droso_5396,0.2798
824,droso_5415,0.4731
825,droso_5439,0.7157
826,droso_5469,0.9701
827,droso_5525,0.4151
828,droso_554,0.5366
829,droso_5569,0.3705
830,droso_5602,0.4729
831,droso_5636,0.7163
832,droso_887,0.3623
833,droso_926,0.1582
834,droso_944,0.1832
835,droso_967,0.3299
836,droso_989,0.5283
837,droso_1000,0.616
838,droso_1049,0.2791
839,droso_1064,0.307
840,droso_1082,0.5028
841,droso_1099,0.4236
842,droso_3120,0.5205
843,droso_3159,0.5672
844,droso_3186,0.8832
845,droso_327,0.5274
846,droso_3310,0.776
847,droso_3336,0.4191
848,droso_3362,0.7938
849,droso_3399,0.2324
850,droso_3435,0.1595
851,droso_3459,0.3794
852,droso_6557,0.5978
853,droso_6579,0.3996
854,droso_659,0.3023
855,droso_6625,0.4329
856,droso_6673,0.2098
857,droso_669,0.3281
858,droso_678,0.5727
859,droso_712,0.6095
860,droso_3956,0.9451
861,droso_3986,0.3467
862,droso_4026,0.2357
863,droso_4069,0.4586
864,droso_4097,0.617
865,droso_4119,0.7653
866,droso_4179,0.4512
867,droso_1069,0.6924
868,droso_1103,0.3957
869,droso_1117,0.3687
870,droso_1140,0.7246
871,droso_1161,0.4865
872,droso_1181,0.5842
873,droso_1221,0.266
874,droso_1242,0.5843
875,droso_1263,0.4151
876,droso_4494,0.3127
877,droso_4523,0.364
878,droso_4543,0.5865
879,droso_4568,0.5703
880,droso_4607,0.7686
881,droso_466,0.341
882,droso_4692,0.2504
883,droso_4720,0.2116
884,droso_739,0.4449
885,droso_796,0.3582
886,droso_839,0.9411
887,droso_878,0.6146
888,droso_904,0.7677
889,droso_929,0.7977
890,droso_956,0.6887
891,droso_984,0.8657
892,droso_3458,0.4825
893,droso_3483,0.4435
894,droso_3507,0.3203
895,droso_355,0.1884
896,droso_3585,0.1404
897,droso_3607,0.1481
898,droso_3628,0.3185
899,droso_3652,0.2942
900,droso_366,0.6603
901,droso_1592,0.7329
902,droso_1625,0.7802
903,droso_1700,0.4245
904,droso_1729,0.865
905,droso_1762,0.6527
906,droso_1833,0.9586
907,droso_1870,0.3933
908,droso_1900,0.3834
909,droso_5805,0.5083
910,droso_5835,0.5512
911,droso_5860,0.3396
912,droso_5885,0.6536
913,droso_5988,0.384
914,droso_6049,0.5937
915,droso_6069,0.1532
916,droso_6126,0.4903
917,droso_6162,0.4518
918,droso_5584,0.2297
919,droso_5607,0.5406
920,droso_5638,0.3003
921,droso_5659,0.1971
922,droso_5689,0.4596
923,droso_5713,0.3941
924,droso_5751,0.3461
925,droso_5783,0.281
926,droso_1481,0.2991
927,droso_1505,0.2525
928,droso_1548,0.5557
929,droso_1570,0.5625
930,droso_1604,0.5497
931,droso_1631,0.4677
932,droso_1653,0.4473
933,droso_167,0.1245
934,droso_3571,0.4577
935,droso_3594,0.4567
936,droso_3618,0.4532
937,droso_3646,0.3749
938,droso_3671,0.3835
939,droso_3695,0.3406
940,droso_3725,0.4051
941,droso_3740,0.3515
942,droso_3796,0.845
943,droso_3828,0.7569
944,droso_3776,0.5394
945,droso_3856,0.7674
946,droso_3935,0.358
947,droso_3952,0.9668
948,droso_3970,0.219
949,droso_4024,0.5421
950,droso_4045,0.5438
951,droso_4076,0.6318
952,droso_4143,0.2536
953,droso_5209,0.3258
954,droso_5233,0.7191
955,droso_5270,0.5139
956,droso_5297,0.3292
957,droso_5332,0.3623
958,droso_5365,0.6474
959,droso_5418,0.2988
960,droso_5452,0.4527
961,droso_5479,0.2108
962,droso_4294,0.5048
963,droso_4327,0.9174
964,droso_4387,0.3509
965,droso_4400,0.4838
966,droso_4480,0.6719
967,droso_4525,0.9601
968,droso_4561,0.5897
969,droso_5422,0.5614
970,droso_5450,0.6306
971,droso_5476,0.4595
972,droso_5499,0.5608
973,droso_5520,0.7829
974,droso_5618,0.5417
975,droso_5646,0.3543
976,droso_5668,0.2716
977,droso_5692,0.8549
978,droso_5724,0.6611
979,droso_2616,0.3477
980,droso_2644,0.2348
981,droso_2668,0.2913
982,droso_2683,0.4366
983,droso_2703,0.7611
984,droso_2801,0.3994
985,droso_2827,0.3604
986,droso_2866,0.6316
987,droso_2892,0.4774
988,droso_5737,0.4907
989,droso_5782,0.4801
990,droso_5810,0.5433
991,droso_5864,0.6584
992,droso_5898,0.601
993,droso_5924,0.5201
994,droso_5952,0.4048
995,droso_6007,0.1947
996,droso_4855,0.3996
997,droso_4867,0.3888
998,droso_4898,0.2196
999,droso_4923,0.4158
1000,droso_4948,0.5349
1001,droso_4970,0.7897
1002,droso_503,0.2201
1003,droso_5064,0.5938
1004,droso_5092,0.1909
1005,droso_656,0.3879
1006,droso_6671,0.649
1007,droso_6694,0.2175
1008,droso_677,0.3201
1009,droso_703,0.3763
1010,droso_751,0.4264
1011,droso_2399,0.8758
1012,droso_2427,0.232
1013,droso_2445,0.8286
1014,droso_2574,0.5884
1015,droso_2626,0.1673
1016,droso_264,0.3375
1017,droso_2696,0.5207
1018,droso_2729,0.3715
1019,droso_871,0.3133
1020,droso_891,0.1244
1021,droso_916,0.1566
1022,droso_963,0.5131
1023,droso_992,0.3371
1024,droso_1015,0.7854
1025,droso_1052,0.291
1026,droso_1071,0.2911
1027,droso_1092,0.535
1028,droso_1111,0.2316
1029,droso_1288,0.3821
1030,droso_1331,0.7804
1031,droso_1360,0.4833
1032,droso_138,0.237
1033,droso_1418,0.5244
1034,droso_144,0.2551
1035,droso_1473,0.9269
1036,droso_1611,0.5333
1037,droso_1641,0.7899
1038,droso_166,0.4032
1039,droso_1778,0.5776
1040,droso_1888,0.1802
1041,droso_1915,0.6043
1042,droso_1977,0.4436
1043,droso_1999,0.2956
1044,droso_2020,0.5621
1045,droso_2044,0.2668
1046,droso_2069,0.5013
1047,droso_4643,0.5658
1048,droso_4674,0.6698
1049,droso_4700,0.1872
1050,droso_4746,0.871
1051,droso_4829,0.5732
1052,droso_4851,0.2984
1053,droso_4894,0.2945
1054,droso_5545,0.6644
1055,droso_5586,0.8673
1056,droso_560,0.5347
1057,droso_5643,0.3313
1058,droso_5662,0.3134
1059,droso_5706,0.2949
1060,droso_5728,0.3159
1061,droso_504,0.8459
1062,droso_5073,0.3131
1063,droso_5097,0.2087
1064,droso_5140,0.3085
1065,droso_516,0.4041
1066,droso_5219,0.07876
1067,droso_1695,0.4002
1068,droso_1728,0.4312
1069,droso_1759,0.3224
1070,droso_1784,0.6195
1071,droso_1801,0.3813
1072,droso_1902,0.5196
1073,droso_1929,0.1094
1074,droso_6292,0.4523
1075,droso_631,0.2806
1076,droso_6341,0.3694
1077,droso_6371,0.7158
1078,droso_6406,0.7456
1079,droso_6475,0.2469
1080,droso_649,0.9549
1081,droso_6613,0.7993
1082,droso_664,0.3429
1083,droso_1290,0.6738
1084,droso_1329,0.5428
1085,droso_1376,0.9122
1086,droso_1404,0.3855
1087,droso_1427,0.4233
